,Area.of.residence,variable,value
35369,E02000406,Area.of.workplace,E02000064
35370,E02000120,Area.of.workplace,E02000064
35371,E02000093,Area.of.workplace,E02000064
35372,E02000170,Area.of.workplace,E02000064
35373,E02004905,Area.of.workplace,E02000064
35374,E02003464,Area.of.workplace,E02000064
35375,E02000036,Area.of.workplace,E02000064
35376,E02000031,Area.of.workplace,E02000064
35377,E02006802,Area.of.workplace,E02000064
35378,E02000026,Area.of.workplace,E02000064
35379,E02000035,Area.of.workplace,E02000064
35380,E02000052,Area.of.workplace,E02000064
35381,E02000027,Area.of.workplace,E02000064
35382,E02000194,Area.of.workplace,E02000064
35383,E02000239,Area.of.workplace,E02000064
35384,E02000189,Area.of.workplace,E02000064
35385,E02000879,Area.of.workplace,E02000064
35386,E02000352,Area.of.workplace,E02000064
35387,E02006333,Area.of.workplace,E02000064
35388,E02000100,Area.of.workplace,E02000064
35389,E02000101,Area.of.workplace,E02000064
35390,E02006795,Area.of.workplace,E02000064
35391,E02000375,Area.of.workplace,E02000064
35392,E02000058,Area.of.workplace,E02000064
35393,E02004977,Area.of.workplace,E02000064
35394,E02000740,Area.of.workplace,E02000064
35395,E02000414,Area.of.workplace,E02000064
35396,E02000097,Area.of.workplace,E02000064
35397,E02000173,Area.of.workplace,E02000064
35398,E02000513,Area.of.workplace,E02000064
35399,E02004374,Area.of.workplace,E02000064
35400,E02006798,Area.of.workplace,E02000064
35401,E02001037,Area.of.workplace,E02000064
35402,E02000060,Area.of.workplace,E02000064
35403,E02005941,Area.of.workplace,E02000064
35404,E02000719,Area.of.workplace,E02000064
35405,E02000875,Area.of.workplace,E02000064
35406,E02003471,Area.of.workplace,E02000064
35407,E02000560,Area.of.workplace,E02000064
35408,E02003710,Area.of.workplace,E02000064
35409,E02000373,Area.of.workplace,E02000064
35410,E02000503,Area.of.workplace,E02000064
35411,E02000893,Area.of.workplace,E02000064
35412,E02000269,Area.of.workplace,E02000064
35413,E02000591,Area.of.workplace,E02000064
35414,E02004980,Area.of.workplace,E02000064
35415,E02000410,Area.of.workplace,E02000064
35416,E02000115,Area.of.workplace,E02000064
35417,E02000356,Area.of.workplace,E02000064
35418,E02004936,Area.of.workplace,E02000064
35419,E02000818,Area.of.workplace,E02000064
35420,E02003615,Area.of.workplace,E02000064
35421,E02000602,Area.of.workplace,E02000064
35422,E02000096,Area.of.workplace,E02000064
35423,E02000967,Area.of.workplace,E02000064
35424,E02000581,Area.of.workplace,E02000064
35425,E02003692,Area.of.workplace,E02000064
35426,E02000907,Area.of.workplace,E02000064
35427,E02000030,Area.of.workplace,E02000064
35428,E02000118,Area.of.workplace,E02000064
35429,E02000938,Area.of.workplace,E02000064
35430,E02000243,Area.of.workplace,E02000064
35431,E02000426,Area.of.workplace,E02000064
35432,E02003410,Area.of.workplace,E02000064
35433,E02000171,Area.of.workplace,E02000064
35434,E02000246,Area.of.workplace,E02000064
35435,E02000945,Area.of.workplace,E02000064
35436,E02000199,Area.of.workplace,E02000064
35437,E02000018,Area.of.workplace,E02000064
35438,E02000495,Area.of.workplace,E02000064
35439,E02000301,Area.of.workplace,E02000064
35440,E02000020,Area.of.workplace,E02000064
35441,E02000443,Area.of.workplace,E02000064
35442,E02003289,Area.of.workplace,E02000064
35443,E02000032,Area.of.workplace,E02000064
35444,E02000711,Area.of.workplace,E02000064
35445,E02000822,Area.of.workplace,E02000064
35446,E02000702,Area.of.workplace,E02000064
35447,E02000445,Area.of.workplace,E02000064
35448,E02004472,Area.of.workplace,E02000065
35449,E02000887,Area.of.workplace,E02000065
35450,E02000747,Area.of.workplace,E02000065
35451,E02005068,Area.of.workplace,E02000065
35452,E02000332,Area.of.workplace,E02000065
35453,E02000105,Area.of.workplace,E02000065
35454,E02003318,Area.of.workplace,E02000065
35455,E02004512,Area.of.workplace,E02000065
35456,E02000328,Area.of.workplace,E02000065
35457,E02006785,Area.of.workplace,E02000065
35458,E02000317,Area.of.workplace,E02000065
35459,E02005081,Area.of.workplace,E02000065
35460,E02000028,Area.of.workplace,E02000065
35461,E02000671,Area.of.workplace,E02000065
35462,E02000464,Area.of.workplace,E02000065
35463,E02004458,Area.of.workplace,E02000065
35464,E02000147,Area.of.workplace,E02000065
35465,E02000074,Area.of.workplace,E02000065
35466,E02006331,Area.of.workplace,E02000065
35467,E02006363,Area.of.workplace,E02000065
35468,E02000071,Area.of.workplace,E02000065
35469,E02000945,Area.of.workplace,E02000065
35470,E02004533,Area.of.workplace,E02000065
35471,E02000675,Area.of.workplace,E02000065
35472,E02000490,Area.of.workplace,E02000065
35473,E02000864,Area.of.workplace,E02000065
35474,E02005028,Area.of.workplace,E02000065
35475,E02000072,Area.of.workplace,E02000065
35476,E02000712,Area.of.workplace,E02000065
35477,E02005069,Area.of.workplace,E02000065
35478,E02003321,Area.of.workplace,E02000065
35479,E02000669,Area.of.workplace,E02000065
35480,E02000165,Area.of.workplace,E02000065
35481,E02006783,Area.of.workplace,E02000065
35482,E02000468,Area.of.workplace,E02000065
35483,E02000161,Area.of.workplace,E02000065
35484,E02006798,Area.of.workplace,E02000065
35485,E02005059,Area.of.workplace,E02000065
35486,E02005036,Area.of.workplace,E02000065
35487,E02000410,Area.of.workplace,E02000065
35488,E02000139,Area.of.workplace,E02000065
35489,E02006833,Area.of.workplace,E02000065
35490,E02005029,Area.of.workplace,E02000065
35491,E02000329,Area.of.workplace,E02000065
35492,E02000727,Area.of.workplace,E02000065
35493,E02004543,Area.of.workplace,E02000065
35494,E02004440,Area.of.workplace,E02000065
35495,E02001434,Area.of.workplace,E02000065
35496,E02004431,Area.of.workplace,E02000065
35497,E02000469,Area.of.workplace,E02000065
35498,E02000140,Area.of.workplace,E02000065
35499,E02000155,Area.of.workplace,E02000065
35500,E02000151,Area.of.workplace,E02000065
35501,E02000341,Area.of.workplace,E02000065
35502,E02005033,Area.of.workplace,E02000065
35503,E02000339,Area.of.workplace,E02000065
35504,E02000021,Area.of.workplace,E02000065
35505,E02005154,Area.of.workplace,E02000065
35506,E02003350,Area.of.workplace,E02000065
35507,E02005014,Area.of.workplace,E02000065
35508,E02000073,Area.of.workplace,E02000065
35509,E02003676,Area.of.workplace,E02000065
35510,E02004424,Area.of.workplace,E02000065
35511,E02000066,Area.of.workplace,E02000065
35512,E02000735,Area.of.workplace,E02000065
35513,E02000668,Area.of.workplace,E02000065
35514,E02000090,Area.of.workplace,E02000065
35515,E02000154,Area.of.workplace,E02000065
35516,E02006431,Area.of.workplace,E02000065
35517,E02000149,Area.of.workplace,E02000065
35518,E02000132,Area.of.workplace,E02000065
35519,E02006918,Area.of.workplace,E02000065
35520,E02004478,Area.of.workplace,E02000065
35521,E02000619,Area.of.workplace,E02000065
35522,E02000084,Area.of.workplace,E02000065
35523,W02000278,Area.of.workplace,E02000065
35524,E02005125,Area.of.workplace,E02000065
35525,E02004408,Area.of.workplace,E02000065
35526,E02004474,Area.of.workplace,E02000065
35527,E02005025,Area.of.workplace,E02000065
35528,E02000216,Area.of.workplace,E02000065
35529,E02005131,Area.of.workplace,E02000065
35530,E02003316,Area.of.workplace,E02000065
35531,E02000889,Area.of.workplace,E02000065
35532,E02004531,Area.of.workplace,E02000065
35533,E02000746,Area.of.workplace,E02000065
35534,E02000673,Area.of.workplace,E02000065
35535,E02003329,Area.of.workplace,E02000065
35536,E02005039,Area.of.workplace,E02000065
35537,E02005032,Area.of.workplace,E02000065
35538,E02000467,Area.of.workplace,E02000065
35539,E02000764,Area.of.workplace,E02000065
35540,E02005149,Area.of.workplace,E02000065
35541,E02000830,Area.of.workplace,E02000065
35542,E02003351,Area.of.workplace,E02000065
35543,E02005702,Area.of.workplace,E02000065
35544,E02000010,Area.of.workplace,E02000065
35545,E02004850,Area.of.workplace,E02000065
35546,E02000739,Area.of.workplace,E02000065
35547,E02001302,Area.of.workplace,E02000065
35548,E02005126,Area.of.workplace,E02000065
35549,E02000810,Area.of.workplace,E02000065
35550,E02003315,Area.of.workplace,E02000065
35551,E02000163,Area.of.workplace,E02000065
35552,E02004960,Area.of.workplace,E02000065
35553,E02006357,Area.of.workplace,E02000065
35554,E02000628,Area.of.workplace,E02000065
35555,E02000472,Area.of.workplace,E02000065
35556,E02005155,Area.of.workplace,E02000065
35557,E02006438,Area.of.workplace,E02000065
35558,E02000476,Area.of.workplace,E02000065
35559,E02005611,Area.of.workplace,E02000065
35560,E02005085,Area.of.workplace,E02000065
35561,E02000137,Area.of.workplace,E02000065
35562,E02000921,Area.of.workplace,E02000065
35563,E02005086,Area.of.workplace,E02000065
35564,E02000157,Area.of.workplace,E02000065
35565,E02000083,Area.of.workplace,E02000065
35566,E02006859,Area.of.workplace,E02000065
35567,E02003341,Area.of.workplace,E02000065
35568,E02000326,Area.of.workplace,E02000065
35569,E02005118,Area.of.workplace,E02000065
35570,E02005072,Area.of.workplace,E02000065
35571,E02000551,Area.of.workplace,E02000065
35572,E02003346,Area.of.workplace,E02000065
35573,E02000483,Area.of.workplace,E02000065
35574,E02000002,Area.of.workplace,E02000065
35575,E02000823,Area.of.workplace,E02000065
35576,E02005031,Area.of.workplace,E02000065
35577,E02005040,Area.of.workplace,E02000065
35578,E02005127,Area.of.workplace,E02000065
35579,E02000340,Area.of.workplace,E02000065
35580,E02004481,Area.of.workplace,E02000065
35581,E02000653,Area.of.workplace,E02000065
35582,E02003314,Area.of.workplace,E02000065
35583,E02000320,Area.of.workplace,E02000065
35584,E02004496,Area.of.workplace,E02000065
35585,E02005083,Area.of.workplace,E02000065
35586,E02005018,Area.of.workplace,E02000065
35587,E02005121,Area.of.workplace,E02000065
35588,E02000078,Area.of.workplace,E02000065
35589,E02006209,Area.of.workplace,E02000065
35590,E02004375,Area.of.workplace,E02000065
35591,E02005119,Area.of.workplace,E02000065
35592,E02005162,Area.of.workplace,E02000065
35593,E02003342,Area.of.workplace,E02000065
35594,E02000745,Area.of.workplace,E02000065
35595,E02005088,Area.of.workplace,E02000065
35596,E02000943,Area.of.workplace,E02000065
35597,E02005071,Area.of.workplace,E02000065
35598,E02000218,Area.of.workplace,E02000065
35599,E02000657,Area.of.workplace,E02000065
35600,E02005038,Area.of.workplace,E02000065
35601,E02000148,Area.of.workplace,E02000065
35602,E02005151,Area.of.workplace,E02000065
35603,E02005470,Area.of.workplace,E02000065
35604,E02000231,Area.of.workplace,E02000065
35605,E02005063,Area.of.workplace,E02000065
35606,E02000821,Area.of.workplace,E02000065
35607,E02005065,Area.of.workplace,E02000065
35608,E02003348,Area.of.workplace,E02000065
35609,E02000292,Area.of.workplace,E02000065
35610,E02006927,Area.of.workplace,E02000065
35611,E02000815,Area.of.workplace,E02000065
35612,E02005056,Area.of.workplace,E02000065
35613,E02005078,Area.of.workplace,E02000065
35614,E02005160,Area.of.workplace,E02000065
35615,E02005006,Area.of.workplace,E02000065
35616,E02000486,Area.of.workplace,E02000065
35617,E02000493,Area.of.workplace,E02000065
35618,E02005653,Area.of.workplace,E02000065
35619,E02004489,Area.of.workplace,E02000065
35620,E02000321,Area.of.workplace,E02000065
35621,E02000678,Area.of.workplace,E02000065
35622,E02005093,Area.of.workplace,E02000065
35623,E02000065,Area.of.workplace,E02000065
35624,E02003320,Area.of.workplace,E02000065
35625,E02000654,Area.of.workplace,E02000065
35626,E02000331,Area.of.workplace,E02000065
35627,E02000465,Area.of.workplace,E02000065
35628,E02000549,Area.of.workplace,E02000065
35629,E02000902,Area.of.workplace,E02000065
35630,E02003340,Area.of.workplace,E02000065
35631,E02000773,Area.of.workplace,E02000065
35632,E02000705,Area.of.workplace,E02000065
35633,E02000082,Area.of.workplace,E02000065
35634,E02000894,Area.of.workplace,E02000065
35635,E02005073,Area.of.workplace,E02000065
35636,E02003313,Area.of.workplace,E02000065
35637,E02005062,Area.of.workplace,E02000065
35638,E02000335,Area.of.workplace,E02000065
35639,E02000302,Area.of.workplace,E02000065
35640,E02003323,Area.of.workplace,E02000065
35641,E02000877,Area.of.workplace,E02000065
35642,E02000797,Area.of.workplace,E02000065
35643,E02003328,Area.of.workplace,E02000065
35644,E02000914,Area.of.workplace,E02000065
35645,E02005130,Area.of.workplace,E02000065
35646,E02003310,Area.of.workplace,E02000065
35647,E02005673,Area.of.workplace,E02000065
35648,E02000344,Area.of.workplace,E02000065
35649,E02000875,Area.of.workplace,E02000065
35650,E02000142,Area.of.workplace,E02000065
35651,E02004486,Area.of.workplace,E02000065
35652,E02000491,Area.of.workplace,E02000065
35653,E02000146,Area.of.workplace,E02000065
35654,E02003345,Area.of.workplace,E02000065
35655,E02000004,Area.of.workplace,E02000065
35656,E02003300,Area.of.workplace,E02000065
35657,E02004443,Area.of.workplace,E02000065
35658,E02006274,Area.of.workplace,E02000065
35659,E02006430,Area.of.workplace,E02000065
35660,E02000748,Area.of.workplace,E02000065
35661,E02006784,Area.of.workplace,E02000065
35662,E02006577,Area.of.workplace,E02000065
35663,E02000474,Area.of.workplace,E02000065
35664,E02000481,Area.of.workplace,E02000065
35665,E02000092,Area.of.workplace,E02000065
35666,E02003349,Area.of.workplace,E02000065
35667,E02000482,Area.of.workplace,E02000065
35668,E02005066,Area.of.workplace,E02000065
35669,E02003301,Area.of.workplace,E02000065
35670,E02005175,Area.of.workplace,E02000065
35671,E02004544,Area.of.workplace,E02000065
35672,E02003296,Area.of.workplace,E02000065
35673,E02000307,Area.of.workplace,E02000065
35674,E02006377,Area.of.workplace,E02000065
35675,E02005007,Area.of.workplace,E02000065
35676,E02004475,Area.of.workplace,E02000065
35677,E02000861,Area.of.workplace,E02000065
35678,E02000667,Area.of.workplace,E02000065
35679,E02006789,Area.of.workplace,E02000065
35680,E02005030,Area.of.workplace,E02000065
35681,E02000833,Area.of.workplace,E02000065
35682,E02006231,Area.of.workplace,E02000065
35683,E02003330,Area.of.workplace,E02000065
35684,E02003337,Area.of.workplace,E02000065
35685,E02005163,Area.of.workplace,E02000065
35686,E02000826,Area.of.workplace,E02000065
35687,E02000817,Area.of.workplace,E02000065
35688,E02000068,Area.of.workplace,E02000065
35689,E02000133,Area.of.workplace,E02000065
35690,E02000128,Area.of.workplace,E02000065
35691,E02006928,Area.of.workplace,E02000065
35692,E02005013,Area.of.workplace,E02000065
35693,E02000288,Area.of.workplace,E02000065
35694,E02000144,Area.of.workplace,E02000065
35695,E02000492,Area.of.workplace,E02000065
35696,E02000313,Area.of.workplace,E02000065
35697,E02006291,Area.of.workplace,E02000065
35698,E02000907,Area.of.workplace,E02000065
35699,E02005070,Area.of.workplace,E02000065
35700,E02000917,Area.of.workplace,E02000065
35701,E02005098,Area.of.workplace,E02000065
35702,E02006608,Area.of.workplace,E02000065
35703,E02000008,Area.of.workplace,E02000065
35704,E02005055,Area.of.workplace,E02000065
35705,E02000762,Area.of.workplace,E02000065
35706,E02006346,Area.of.workplace,E02000065
35707,E02000156,Area.of.workplace,E02000065
35708,E02004413,Area.of.workplace,E02000065
35709,E02000088,Area.of.workplace,E02000065
35710,E02000316,Area.of.workplace,E02000065
35711,E02005074,Area.of.workplace,E02000065
35712,E02004999,Area.of.workplace,E02000065
35713,E02005000,Area.of.workplace,E02000065
35714,E02006929,Area.of.workplace,E02000065
35715,E02000067,Area.of.workplace,E02000065
35716,E02000781,Area.of.workplace,E02000065
35717,E02003322,Area.of.workplace,E02000065
35718,E02004997,Area.of.workplace,E02000065
35719,E02004455,Area.of.workplace,E02000065
35720,E02000315,Area.of.workplace,E02000065
35721,E02000323,Area.of.workplace,E02000065
35722,E02005089,Area.of.workplace,E02000065
35723,E02000369,Area.of.workplace,E02000065
35724,E02003408,Area.of.workplace,E02000065
35725,E02006925,Area.of.workplace,E02000065
35726,E02006650,Area.of.workplace,E02000065
35727,E02000291,Area.of.workplace,E02000065
35728,E02000333,Area.of.workplace,E02000065
35729,E02005060,Area.of.workplace,E02000065
35730,E02000318,Area.of.workplace,E02000065
35731,E02000207,Area.of.workplace,E02000065
35732,E02003335,Area.of.workplace,E02000065
35733,E02005139,Area.of.workplace,E02000065
35734,E02005153,Area.of.workplace,E02000065
35735,E02000199,Area.of.workplace,E02000065
35736,E02000885,Area.of.workplace,E02000065
35737,E02003325,Area.of.workplace,E02000065
35738,E02000674,Area.of.workplace,E02000065
35739,E02003339,Area.of.workplace,E02000065
35740,E02002813,Area.of.workplace,E02000065
35741,E02003324,Area.of.workplace,E02000065
35742,E02002331,Area.of.workplace,E02000065
35743,E02005100,Area.of.workplace,E02000065
35744,E02004596,Area.of.workplace,E02000065
35745,E02000645,Area.of.workplace,E02000065
35746,E02005067,Area.of.workplace,E02000065
35747,E02000069,Area.of.workplace,E02000065
35748,E02006521,Area.of.workplace,E02000065
35749,E02000625,Area.of.workplace,E02000065
35750,E02000738,Area.of.workplace,E02000065
35751,E02000160,Area.of.workplace,E02000065
35752,E02000217,Area.of.workplace,E02000065
35753,E02000643,Area.of.workplace,E02000065
35754,E02004564,Area.of.workplace,E02000065
35755,E02003319,Area.of.workplace,E02000065
35756,E02000145,Area.of.workplace,E02000065
